combination,surgeon_group,frequency,total_amount,avg_amount_per_case
DYNAMESH ENDOLAP 3D 10*15CM (1) + LIQUIBAND FIX8 טאקר דבק (1) + אנדו קלינצ 5 מ''מ (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,3,6665.49,2221.83
DYNAMESH ENDOLAP 3D 10*15CM (1) + LIQUIBAND FIX8 טאקר דבק (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1) + סקשן איריגיישיין 5 (1),Expensive,3,9233.1435,3077.7145
DYNAMESH ENDOLAP 3D 10*15CM (1) + LIQUIBAND FIX8 טאקר דבק (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר ללא סכין 5 NB5STF (1) + סקשן איריגיישיין 5 (1),Expensive,3,6841.2854,2280.4284666666667
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,3,8377.927800000001,2792.6426000000006
DYNAMESH ENDOLAP 3D 10*15CM (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,3,8551.6032,2850.5344
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,3,7643.2148,2547.7382666666667
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + מספריים לאפ (1) + שרוול אקסל OPTI-5X100 (1),Expensive,3,7469.2291000000005,2489.7430333333336
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,3,7463.9414,2487.9804666666664
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,3,7431.6548,2477.2182666666668
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים מונופולר 5 מ""מ (1)",Expensive,3,7454.5159,2484.8386333333333
MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + MICROVAL 7.5 X 15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Expensive,3,9616.3347,3205.4449
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1),Expensive,3,9729.998800000001,3243.3329333333336
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,3,10180.0013,3393.3337666666666
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Expensive,3,8117.550000000001,2705.8500000000004
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,3,7892.550000000001,2630.8500000000004
PROGRIP FLAT SHEET MESH 15X10 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,3,5450.3146,1816.7715333333333
PROGRIP FLAT SHEET MESH 16X12 (1) + אנדו קליפ 10 176625 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + סקשן איריגיישיין 5 (1),Expensive,3,7231.4241,2410.4747
SYMBOTEX.COM.MESH 12CM-RAUND (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1),Expensive,3,12001.1792,4000.393066666667
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CAPSURE טאקר 30 (1) + טרוקר חסן 12 H12LP (1),Cheap,2,4123.807,2061.9035
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + LIQUIBAND FIX8 טאקר דבק (1) + VENTRALEX MEDIUM - 5950008 (1) + אטם סיליקון 5 מ""מ לטרוקר YP PL (1) + טרוקר חסן 12 H12LP (1)",Cheap,2,6618.4064,3309.2032
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + LIQUIBAND FIX8 טאקר דבק (1) + אטם סיליקון 5 מ""מ לטרוקר YP PL (1) + אנדו קליפ 5 176630 (1) + טרוקר אקסל ללא סכין 11 B11LT (1)",Cheap,2,5582.8698,2791.4349
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + LIQUIBAND FIX8 טאקר דבק (1) + אטם סיליקון 5 מ""מ לטרוקר YP PL (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים מונופולר 5 מ""מ (1)",Cheap,2,5790.1228,2895.0614
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + LIQUIBAND FIX8 טאקר דבק (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,4271.6366,2135.8183
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + VENTRALEX SMALL - 5950007 (1) + בלון להרניה עגול - SMBTTRNDX (1) + טאקר נטען-20 סיכות MICROVAL (1),Cheap,2,7453.8089,3726.90445
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + אנדו קלינצ' 5 174317 (1) + אנדו קליפ 5 EL5ML (1) + טאקר נספג-12 סיכות-ETHICON (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,2,6136.0932,3068.0466
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + אנדו קלינצ' 5 174317 (1) + טאקר נספג-12 סיכות-ETHICON (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל 10-11  CB11LT (1)",Cheap,2,4770.6528,2385.3264
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1),Cheap,2,5713.8166,2856.9083
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1),Cheap,2,4867.6624,2433.8312
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים לאפ (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,3557.4586,1778.7293
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל OPTI-5X100 (1)",Cheap,2,3699.3764,1849.6882
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Cheap,2,3442.7982,1721.3991
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים מונופולר 5 מ""מ (1)",Cheap,2,3484.2432,1742.1216
3DMAX LIGHT 10X 16CM - RIGHT (1) + 3DMAX LIGHT 10X16CM - LEFT (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1),Cheap,2,5030.686,2515.343
"DEXTILE LEFT ANT. MESH 15X10CM (1) + DEXTILE RIGHT ANT. MESH 15X10C (1) + אנדו קלינצ 5 מ''מ (1) + אנדו קליפ 5 EL5ML (1) + טאקר נספג-12 סיכות-ETHICON (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל 10-11  CB11LT (1)",Cheap,2,5867.1738000000005,2933.5869000000002
DEXTILE LEFT ANT. MESH 15X10CM (1) + DEXTILE RIGHT ANT. MESH 15X10C (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר ללא סכין 5 NB5STF (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,2,3213.522,1606.761
DEXTILE LEFT ANT. MESH 16X12CM (1) + DEXTILE RIGHT ANT. MESH 16X12C (1) + אנדו קליפ 5 EL5ML (1) + בלון דו צדדי PDBS2 (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,2,3772.9638,1886.4819
DYNAMESH ENDOLAP 3D 10*15CM (1) + SOL. SEPTOL 500ML (1) + VENTRALEX SMALL - 5950007 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,5009.9562,2504.9781
DYNAMESH ENDOLAP 3D 10*15CM (1) + VENTRALEX SMALL - 5950007 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,4993.379999999999,2496.6899999999996
"DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + מספריים מונופולר 5 מ""מ (1)",Cheap,2,4041.4744,2020.7372
DYNAMESH ENDOLAP 3D 10*15CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,2729.64,1364.82
DYNAMESH ENDOLAP 3D 10*15CM (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + מספריים לאפ (1),Cheap,2,2306.94,1153.47
"DYNAMESH ENDOLAP 3D 10*15CM (1) + טאקר-10 סיכות MICROVAL (1) + מחט ורז 120 מ""מ - חד פעמי (1) + שרוול אקסל 10-11  CB11LT (1)",Cheap,2,2345.32,1172.66
DYNAMESH ENDOLAP 3D 10*15CM (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,1187.74,593.87
FILBLOC PDO 2/0 - FS412HHAB (1) + PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,2429.0666,1214.5333
"MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + אטם סיליקון 5 מ""מ לטרוקר YP PL (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1)",Cheap,2,4732.8144,2366.4072
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1),Cheap,2,4672.6678,2336.3339
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1),Cheap,2,4781.7953,2390.89765
MICROVAL 14X10-LEFT (1) + MICROVAL 14X10-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + סקשן איריגיישיין 5 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,5050.698200000001,2525.3491000000004
MICROVAL 14X10-LEFT (1) + MICROVAL 16X11-RIGHT (1) + אנדו קליפ 5 EL5ML (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,2,5128.4544000000005,2564.2272000000003
MICROVAL 14X10-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,2,3554.5476,1777.2738
MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + VERSAONE BLADED TROCAR WITH FI (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1),Cheap,2,3941.0576,1970.5288
MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + אנדו קליפ 5 176630 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Cheap,2,5488.7028,2744.3514
MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + אנדו קליפ 5 176630 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + סקשן איריגיישיין 5 (1),Cheap,2,5443.4679,2721.73395
MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1),Cheap,2,3609.25,1804.625
MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Cheap,2,4064.366,2032.183
MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + סטרי -דרפ 1050 (1),Cheap,2,3531.6578,1765.8289
MICROVAL 16X11-LEFT (1) + MICROVAL 16X11-RIGHT (1) + טאקר-10 סיכות MICROVAL (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + סקשן איריגיישיין 5 (1),Cheap,2,3708.9101,1854.45505
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1),Cheap,2,3569.8,1784.9
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + SURGICEL SNOW 5CMX10CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1),Cheap,2,5515.700000000001,2757.8500000000004
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1),Cheap,2,6486.6638,3243.3319
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + שרוול אקסל OPTI-5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,2,5572.456700000001,2786.2283500000003
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,2,5428.807200000001,2714.4036000000006
"PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + מספריים מונופולר 5 מ""מ (1)",Cheap,2,5129.6056,2564.8028
PROGRIP ANTMCL 15X10CM-LEFT (1) + PROGRIP ANTMCL 15X10CM-RIGHT (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Cheap,2,4464.9072,2232.4536
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טרוקר אקסל OPTI-5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,2,2386.96,1193.48
PROGRIP FLAT SHEET MESH 15X10 (1) + V-LOC 3/0 R.B.26-VLOCL0604 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,2,2400.0133,1200.00665
PROGRIP FLAT SHEET MESH 15X10 (1) + אנדו קליפ 5 EL5ML (1) + טרוקר אקסל OPTI-12X100 (1) + טרוקר אקסל OPTI-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,3759.8669,1879.93345
"PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר CFF03 - 5X100 (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1) + שרוול לטרוקר 5 - CFS02 (1)",Cheap,2,2263.2822,1131.6411
PROGRIP FLAT SHEET MESH 15X10 (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1) + שרוול אקסל 10-11  CB11LT (1),Cheap,2,2234.9,1117.45
VERSATEX MONO.MESH-VTX1515 (1) + בלון להרניה עגול - SMBTTRNDX (1) + טאקר נספג - 15 סיכות (1),Cheap,2,3530.2334,1765.1167
טרוקר אקסל OPTI-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Cheap,2,300.0,150.0
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CAPSURE טאקר 30 (1) + אנדו קליפ 5 EL5ML (1) + טאקר נספג-12 סיכות-ETHICON (1) + מספריים מונופולר 5 מ""מ (1) + שרוול אקסל 10-11  CB11LT (1)",Expensive,2,8188.511100000001,4094.2555500000003
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + CAPSURE טאקר 30 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר CFF03 - 5X100 (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,2,5854.8896,2927.4448
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + SURGICEL SNOW 5CMX10CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1),Expensive,2,6267.8166,3133.9083
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + SYMBOTEX.COM.MESH 12CM-RAUND (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1),Expensive,2,9801.4763,4900.73815
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + ULTRAPRO ADVANCED MESH 6*12CM (1) + אנדו קליפ 5 EL5ML (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Expensive,2,7193.5385,3596.76925
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + ULTRAPRO ADVANCED MESH 6*12CM (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג - 15 סיכות (1) + טרוקר אקסל OPTI-סכין-5X100 (1) + טרוקר אקסל עם סכין 10-11 D11LT (1),Expensive,2,5579.8326,2789.9163
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + אנדו קליפ 5 EL5ML (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר אקסל ללא סכין 11 B11LT (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1),Expensive,2,6927.4961,3463.74805
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נטען-20 סיכות MICROVAL (1) + טרוקר CFF03 - 5X100 (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,2,5374.4769,2687.23845
"3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + כיסוי מצלמה לפרסקופית (1) + מזרק 20 מ""ל (1) + סטרי-סטריפ 1/2 (1) + פלטה דיאט. ללא כבל-מבוגר (1)",Expensive,2,5787.5586,2893.7793
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר CFF03 - 5X100 (1) + שרוול לטרוקר 5 - CFS02 (1),Expensive,2,6287.8734,3143.9367
3DMAX LARGE 10.8X16-LEFT (1) + 3DMAX LARGE 10.8X16-RIGHT (1) + טאקר נספג-12 סיכות-ETHICON (1),Expensive,2,4277.3706,2138.6853
3DMAX LIGHT 10X 16CM - RIGHT (1) + 3DMAX LIGHT 10X16CM - LEFT (1) + CAPSURE טאקר 30 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר אקסל OPTI-5X100 (1) + שרוול אקסל OPTI-5X100 (1),Expensive,2,5828.3544,2914.1772
3DMAX LIGHT 10X 16CM - RIGHT (1) + 3DMAX LIGHT 10X16CM - LEFT (1) + LIQUIBAND FIX8 טאקר דבק (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,2,5555.5858,2777.7929
3DMAX MEDIUM 8.5X13.7-LEFT (1) + 3DMAX MEDIUM 8.5X13.7-RIGHT (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-25 סיכות-ETHICON (1) + טרוקר ללא סכין 5 NB5STF (1) + מספריים לאפ (1) + סקשן איריגיישיין 5 (1),Expensive,2,5967.6126,2983.8063
"CAPSURE טאקר 30 (1) + DEXTILE LEFT ANT. MESH 15X10CM (1) + DEXTILE RIGHT ANT. MESH 15X10C (1) + VERSAONE BLADED TROCAR WITH FI (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + מספריים מונופולר 5 מ""מ (1) + סקשן איריגיישיין 5 (1)",Expensive,2,5637.7292,2818.8646
DEXTILE LEFT ANT. MESH 15X10CM (1) + DEXTILE RIGHT ANT. MESH 15X10C (1) + אנדו קליפ 5 176630 (1) + בלון אמצעי T10SB (1) + בלון דו צדדי PDBS2 (1) + טאקר נספג-12 סיכות-ETHICON (1) + טרוקר ללא סכין 5 NB5STF (1),Expensive,2,7119.8598,3559.9299
